TE	base	cov
Shellder	816	0.023
Shellder	817	0.023
Shellder	818	0.023
Shellder	819	0.023
Shellder	820	0.023
Shellder	821	0.023
Shellder	822	0.023
Shellder	823	0.023
Shellder	824	0.023
Shellder	825	0.023
Shellder	826	0.023
Shellder	827	0.023
Shellder	828	0.023
Shellder	829	0.023
Shellder	830	0.023
Shellder	831	0.023
Shellder	832	0.023
Shellder	833	0.023
Shellder	834	0.023
Shellder	835	0.023
Shellder	836	0.023
Shellder	837	0.023
Shellder	838	0.023
Shellder	839	0.023
Shellder	840	0.023
Shellder	841	0.023
Shellder	842	0.023
Shellder	843	0.023
Shellder	844	0.023
Shellder	845	0.023
Shellder	846	0.023
Shellder	847	0.023
Shellder	848	0.023
Shellder	849	0.023
Shellder	850	0.023
Shellder	851	0.023
Shellder	852	0.023
Shellder	853	0.023
Shellder	854	0.023
Shellder	855	0.023
Shellder	856	0.023
Shellder	857	0.023
Shellder	858	0.023
Shellder	859	0.023
Shellder	860	0.023
Shellder	861	0.023
Shellder	862	0.023
Shellder	863	0.023
Shellder	864	0.023
Shellder	865	0.023
Shellder	866	0.023
Shellder	867	0.023
Shellder	868	0.023
Shellder	869	0.023
Shellder	870	0.023
Shellder	871	0.023
Shellder	872	0.023
Shellder	873	0.023
Shellder	874	0.023
Shellder	875	0.023
Shellder	876	0.023
Shellder	877	0.023
Shellder	878	0.023
Shellder	879	0.023
Shellder	880	0.023
Shellder	881	0.023
Shellder	882	0.023
Shellder	883	0.023
Shellder	884	0.023
Shellder	885	0.023
Shellder	1204	0.023
Shellder	1205	0.023
Shellder	1206	0.023
Shellder	1207	0.023
Shellder	1208	0.023
Shellder	1209	0.023
Shellder	1210	0.023
Shellder	1211	0.023
Shellder	1212	0.023
Shellder	1213	0.023
Shellder	1214	0.023
Shellder	1215	0.023
Shellder	1216	0.023
Shellder	1217	0.023
Shellder	1218	0.023
Shellder	1219	0.023
Shellder	1220	0.023
Shellder	1221	0.023
Shellder	1222	0.023
Shellder	1223	0.023
Shellder	1224	0.023
Shellder	1225	0.023
Shellder	1226	0.023
Shellder	1227	0.023
Shellder	1228	0.023
Shellder	1229	0.023
Shellder	1230	0.023
Shellder	1231	0.023
Shellder	1232	0.023
Shellder	1233	0.023
Shellder	1234	0.023
Shellder	1235	0.023
Shellder	1236	0.023
Shellder	1237	0.023
Shellder	1238	0.023
Shellder	1239	0.023
Shellder	1240	0.023
Shellder	1241	0.023
Shellder	1242	0.023
Shellder	1243	0.023
Shellder	1244	0.023
Shellder	1245	0.023
Shellder	1246	0.023
Shellder	1247	0.023
Shellder	1248	0.023
Shellder	1249	0.023
Shellder	1250	0.023
Shellder	1251	0.023
Shellder	1252	0.023
Shellder	1253	0.023
Shellder	1254	0.023
Shellder	1255	0.023
Shellder	1256	0.023
Shellder	1257	0.023
Shellder	1258	0.023
Shellder	1259	0.023
Shellder	1260	0.023
Shellder	1261	0.023
Shellder	1263	0.023
Shellder	1264	0.023
Shellder	1265	0.023
Shellder	1266	0.023
Shellder	1267	0.023
Shellder	1268	0.023
Shellder	1269	0.023
Shellder	1270	0.023
Shellder	1271	0.023
Shellder	1272	0.023
Shellder	1273	0.023
Shellder	1274	0.023
Shellder	1275	0.023
Shellder	1276	0.023
Shellder	1277	0.023
Shellder	1278	0.023
Shellder	1279	0.023
Shellder	1513	0.023
Shellder	1514	0.023
Shellder	1515	0.023
Shellder	1516	0.023
Shellder	1517	0.023
Shellder	1518	0.023
Shellder	1519	0.023
Shellder	1520	0.023
Shellder	1521	0.023
Shellder	1522	0.023
Shellder	1523	0.023
Shellder	1524	0.023
Shellder	1525	0.023
Shellder	1526	0.023
Shellder	1527	0.023
Shellder	1528	0.023
Shellder	1529	0.023
Shellder	1530	0.023
Shellder	1531	0.023
Shellder	1532	0.023
Shellder	1533	0.023
Shellder	1534	0.023
Shellder	1535	0.023
Shellder	1536	0.023
Shellder	1537	0.023
Shellder	1538	0.023
Shellder	1539	0.023
Shellder	1540	0.023
Shellder	1541	0.023
Shellder	1542	0.023
Shellder	1543	0.023
Shellder	1544	0.023
Shellder	1545	0.023
Shellder	1546	0.023
Shellder	1547	0.023
Shellder	1548	0.023
Shellder	1549	0.023
Shellder	1550	0.023
Shellder	1551	0.023
Shellder	1552	0.023
Shellder	1553	0.023
Shellder	1554	0.023
Shellder	1555	0.023
Shellder	1556	0.023
Shellder	1557	0.023
Shellder	1558	0.023
Shellder	1559	0.023
Shellder	1560	0.023
Shellder	1561	0.023
Shellder	1562	0.023
Shellder	1563	0.023
Shellder	1564	0.023
Shellder	1565	0.023
Shellder	1566	0.023
Shellder	1567	0.023
Shellder	1568	0.023
Shellder	1569	0.023
Shellder	1570	0.023
Shellder	1571	0.023
Shellder	1572	0.023
Shellder	1573	0.023
Shellder	1574	0.023
Shellder	1575	0.023
Shellder	1576	0.023
Shellder	1577	0.023
Shellder	1578	0.023
Shellder	1579	0.023
Shellder	1580	0.023
Shellder	1581	0.023
Shellder	1582	0.023
Shellder	1583	0.023
Shellder	1584	0.023
Shellder	1585	0.023
Shellder	1586	0.023
Shellder	1587	0.023
Shellder	2069	0.023
Shellder	2070	0.023
Shellder	2071	0.023
Shellder	2072	0.023
Shellder	2073	0.023
Shellder	2074	0.023
Shellder	2075	0.023
Shellder	2076	0.023
Shellder	2077	0.023
Shellder	2078	0.023
Shellder	2079	0.023
Shellder	2080	0.023
Shellder	2081	0.023
Shellder	2082	0.023
Shellder	2083	0.023
Shellder	2084	0.023
Shellder	2085	0.023
Shellder	2086	0.023
Shellder	2087	0.023
Shellder	2088	0.023
Shellder	2089	0.023
Shellder	2090	0.023
Shellder	2091	0.023
Shellder	2092	0.023
Shellder	2093	0.023
Shellder	2094	0.023
Shellder	2095	0.023
Shellder	2096	0.023
Shellder	2097	0.023
Shellder	2098	0.023
Shellder	2099	0.023
Shellder	2100	0.023
Shellder	2101	0.023
Shellder	2102	0.023
Shellder	2103	0.023
Shellder	2104	0.023
Shellder	2105	0.023
Shellder	2106	0.023
Shellder	2107	0.023
Shellder	2108	0.023
Shellder	2109	0.023
Shellder	2110	0.023
Shellder	2111	0.023
Shellder	2112	0.023
Shellder	2113	0.023
Shellder	2114	0.023
Shellder	2115	0.023
Shellder	2116	0.023
Shellder	2117	0.023
Shellder	2118	0.023
Shellder	2119	0.023
Shellder	2120	0.023
Shellder	2121	0.023
Shellder	2122	0.023
Shellder	2123	0.023
Shellder	2124	0.023
Shellder	2125	0.023
Shellder	2126	0.023
Shellder	2127	0.023
Shellder	2128	0.023
Shellder	2129	0.023
Shellder	2130	0.023
Shellder	2131	0.023
Shellder	2132	0.023
Shellder	2133	0.023
Shellder	2134	0.023
Shellder	2135	0.023
Shellder	2136	0.023
Shellder	2137	0.023
Shellder	2138	0.023
Shellder	2139	0.023
Shellder	2140	0.023
Shellder	2141	0.023
Shellder	2142	0.023
Shellder	2143	0.023
Shellder	4919	0.023
Shellder	4920	0.023
Shellder	4921	0.023
Shellder	4922	0.023
Shellder	4923	0.023
Shellder	4924	0.023
Shellder	4925	0.023
Shellder	4926	0.023
Shellder	4927	0.023
Shellder	4928	0.023
Shellder	4929	0.023
Shellder	4930	0.023
Shellder	4931	0.023
Shellder	4932	0.023
Shellder	4933	0.023
Shellder	4934	0.023
Shellder	4935	0.023
Shellder	4936	0.023
Shellder	4937	0.023
Shellder	4938	0.023
Shellder	4939	0.023
Shellder	4940	0.023
Shellder	4941	0.023
Shellder	4942	0.023
Shellder	4943	0.023
Shellder	4944	0.023
Shellder	4945	0.023
Shellder	4946	0.023
Shellder	4947	0.023
Shellder	4948	0.023
Shellder	4949	0.023
Shellder	4950	0.023
Shellder	4951	0.023
Shellder	4952	0.023
Shellder	4953	0.023
Shellder	4954	0.023
Shellder	4955	0.023
Shellder	4956	0.023
Shellder	4957	0.023
Shellder	4958	0.023
Shellder	4959	0.023
Shellder	4960	0.023
Shellder	4961	0.023
Shellder	4962	0.023
Shellder	4963	0.023
Shellder	4964	0.023
Shellder	4965	0.023
Shellder	4966	0.023
Shellder	4967	0.023
Shellder	4968	0.023
Shellder	4969	0.023
Shellder	4970	0.023
Shellder	4971	0.023
Shellder	4972	0.023
Shellder	4973	0.023
Shellder	4974	0.023
Shellder	4975	0.023
Shellder	4976	0.023
Shellder	4977	0.023
Shellder	4978	0.023
Shellder	4979	0.023
Shellder	4980	0.023
Shellder	4981	0.023
Shellder	4982	0.023
Shellder	4983	0.023
Shellder	4984	0.023
Shellder	4985	0.023
Shellder	4986	0.023
Shellder	4987	0.023
Shellder	4988	0.023
Shellder	4989	0.023
Shellder	4990	0.023
Shellder	4991	0.023
Shellder	4992	0.023
Shellder	4993	0.023
Shellder	5245	0.023
Shellder	5246	0.023
Shellder	5247	0.023
Shellder	5248	0.023
Shellder	5249	0.023
Shellder	5250	0.023
Shellder	5251	0.023
Shellder	5252	0.023
Shellder	5253	0.023
Shellder	5254	0.023
Shellder	5255	0.023
Shellder	5256	0.023
Shellder	5257	0.023
Shellder	5258	0.023
Shellder	5259	0.023
Shellder	5260	0.023
Shellder	5261	0.023
Shellder	5262	0.023
Shellder	5263	0.023
Shellder	5264	0.023
Shellder	5265	0.023
Shellder	5266	0.023
Shellder	5267	0.023
Shellder	5268	0.023
Shellder	5269	0.023
Shellder	5270	0.023
Shellder	5271	0.023
Shellder	5272	0.023
Shellder	5273	0.023
Shellder	5274	0.023
Shellder	5275	0.023
Shellder	5276	0.023
Shellder	5277	0.023
Shellder	5278	0.023
Shellder	5279	0.023
Shellder	5280	0.023
Shellder	5281	0.023
Shellder	5282	0.023
Shellder	5283	0.023
Shellder	5284	0.023
Shellder	5285	0.023
Shellder	5286	0.023
Shellder	5287	0.023
Shellder	5288	0.023
Shellder	5289	0.023
Shellder	5290	0.023
Shellder	5291	0.023
Shellder	5292	0.023
Shellder	5293	0.023
Shellder	5294	0.023
Shellder	5295	0.023
Shellder	5296	0.023
Shellder	5297	0.023
Shellder	5298	0.023
Shellder	5299	0.023
Shellder	5300	0.023
Shellder	5301	0.023
Shellder	5302	0.023
Shellder	5303	0.023
Shellder	5304	0.023
Shellder	5305	0.023
Shellder	5306	0.023
Shellder	5307	0.023
Shellder	5308	0.023
Shellder	5309	0.023
Shellder	5310	0.023
Shellder	5311	0.023
Shellder	5312	0.023
Shellder	5313	0.023
Shellder	5314	0.023
Shellder	5315	0.023
Shellder	5316	0.023
Shellder	5317	0.023
Shellder	5318	0.023
Shellder	5319	0.023
Shellder	5926	0.045
Shellder	5927	0.045
Shellder	5928	0.045
Shellder	5929	0.045
Shellder	5930	0.045
Shellder	5931	0.045
Shellder	5932	0.045
Shellder	5933	0.045
Shellder	5934	0.045
Shellder	5935	0.045
Shellder	5936	0.045
Shellder	5937	0.045
Shellder	5938	0.045
Shellder	5939	0.045
Shellder	5940	0.045
Shellder	5941	0.045
Shellder	5942	0.045
Shellder	5943	0.045
Shellder	5944	0.045
Shellder	5945	0.045
Shellder	5946	0.045
Shellder	5947	0.045
Shellder	5948	0.045
Shellder	5949	0.045
Shellder	5950	0.045
Shellder	5951	0.045
Shellder	5952	0.045
Shellder	5953	0.045
Shellder	5954	0.045
Shellder	5955	0.045
Shellder	5956	0.045
Shellder	5957	0.045
Shellder	5958	0.045
Shellder	5959	0.045
Shellder	5960	0.045
Shellder	5961	0.045
Shellder	5962	0.045
Shellder	5963	0.045
Shellder	5964	0.045
Shellder	5965	0.045
Shellder	5966	0.045
Shellder	5967	0.045
Shellder	5968	0.045
Shellder	5969	0.045
Shellder	5970	0.045
Shellder	5971	0.045
Shellder	5972	0.045
Shellder	5973	0.045
Shellder	5974	0.045
Shellder	5975	0.045
Shellder	5976	0.045
Shellder	5977	0.045
Shellder	5978	0.045
Shellder	5979	0.045
Shellder	5980	0.045
Shellder	5981	0.045
Shellder	5982	0.045
Shellder	5983	0.045
Shellder	5984	0.045
Shellder	5985	0.045
Shellder	5986	0.045
Shellder	5987	0.045
Shellder	5988	0.045
Shellder	5989	0.045
Shellder	5990	0.045
Shellder	5991	0.045
Shellder	5992	0.045
Shellder	5993	0.045
Shellder	5994	0.045
Shellder	5995	0.045
Shellder	5996	0.045
Shellder	5997	0.045
Shellder	5998	0.045
Shellder	5999	0.045
Shellder	6000	0.045
