TE	base	cov
spoink	1953	0.993
spoink	1954	0.993
spoink	1955	0.993
spoink	1956	0.993
spoink	1957	1.038
spoink	1958	1.038
spoink	1959	1.038
spoink	1960	1.083
spoink	1961	1.038
spoink	1962	0.993
spoink	1963	0.97
spoink	1964	0.947
spoink	1965	0.902
spoink	1966	0.902
spoink	1967	0.902
spoink	1968	0.902
spoink	1969	0.902
spoink	1970	0.79
spoink	1971	0.744
spoink	1972	0.722
spoink	1973	0.722
spoink	1974	0.722
spoink	1975	0.79
spoink	1976	0.857
spoink	1977	0.857
spoink	1978	0.857
spoink	1979	0.857
spoink	1980	0.88
spoink	1981	0.902
spoink	1982	0.925
spoink	1983	0.947
spoink	1993	0.519
spoink	1994	0.541
spoink	1995	0.541
spoink	1996	0.519
spoink	1997	0.722
spoink	1998	0.722
spoink	1999	0.699
spoink	2000	0.744
spoink	2001	0.744
spoink	2002	0.902
spoink	2003	0.947
spoink	2004	0.97
spoink	2005	0.993
spoink	2006	0.947
spoink	2007	0.947
spoink	2008	0.993
spoink	2009	0.993
spoink	2010	0.993
spoink	2011	1.083
spoink	2012	1.15
spoink	2013	1.196
spoink	2014	1.331
spoink	2015	1.421
spoink	2016	1.556
spoink	2017	1.737
spoink	2018	1.872
spoink	2019	2.075
spoink	2020	2.165
spoink	2021	2.233
spoink	2022	2.391
spoink	2023	2.414
spoink	2024	2.436
spoink	2025	2.436
spoink	2026	2.481
spoink	2027	2.549
spoink	2028	2.549
spoink	2029	2.549
spoink	2030	2.594
spoink	2031	2.549
spoink	2032	2.662
spoink	2033	2.662
spoink	2034	2.707
spoink	2035	2.662
spoink	2036	2.662
spoink	2037	2.617
spoink	2038	2.617
spoink	2039	2.617
spoink	2040	2.617
spoink	2041	2.932
spoink	2042	2.932
spoink	2043	2.932
spoink	2044	2.932
spoink	2045	2.932
spoink	2046	2.932
spoink	2047	2.978
spoink	2048	2.978
spoink	2049	2.955
spoink	2050	2.978
spoink	2051	2.91
spoink	2052	2.82
spoink	2053	2.82
spoink	2054	2.82
spoink	2055	2.797
spoink	2056	2.797
spoink	2057	2.775
spoink	2058	2.775
spoink	2059	2.82
spoink	2060	2.82
spoink	2061	2.414
spoink	2062	2.436
spoink	2063	2.436
spoink	2064	2.414
spoink	2065	2.414
spoink	2066	2.414
spoink	2067	2.391
spoink	2068	2.369
spoink	2069	2.369
spoink	2070	2.369
spoink	2071	2.369
spoink	2072	2.369
spoink	2073	2.369
spoink	2074	2.369
spoink	2075	2.369
spoink	2076	2.369
spoink	2077	2.369
spoink	2078	2.391
spoink	2079	2.414
spoink	2080	2.436
spoink	2081	2.436
spoink	2082	2.414
spoink	2083	2.369
spoink	2084	2.391
spoink	2085	2.323
spoink	2086	2.323
spoink	2087	2.256
spoink	2088	2.211
spoink	2089	2.075
spoink	2090	1.985
spoink	2091	1.85
spoink	2092	1.647
spoink	2093	1.511
spoink	2094	1.331
spoink	2095	1.263
spoink	2096	1.15
spoink	2105	0.519
spoink	2106	0.519
spoink	2107	0.519
spoink	2108	0.519
spoink	2113	3.79
spoink	2114	3.857
spoink	2115	3.925
spoink	2116	3.97
spoink	2117	3.97
spoink	2118	4.151
spoink	2119	4.241
spoink	2120	4.308
spoink	2121	4.331
spoink	2122	4.331
spoink	2123	4.354
spoink	2124	4.376
spoink	2125	4.376
spoink	2126	4.376
spoink	2127	4.399
spoink	2128	4.399
spoink	2129	4.399
spoink	2130	4.399
spoink	2131	4.376
spoink	2132	4.376
spoink	2133	4.354
spoink	2134	4.534
spoink	2135	4.579
spoink	2136	4.557
spoink	2137	4.534
spoink	2138	4.534
spoink	2139	4.534
spoink	2140	4.805
spoink	2141	4.917
spoink	2142	4.917
spoink	2143	4.917
spoink	2144	4.895
spoink	2145	4.895
spoink	2146	5.098
spoink	2147	5.143
spoink	2148	5.143
spoink	2149	5.211
spoink	2150	5.323
spoink	2151	5.369
spoink	2152	5.481
spoink	2153	5.459
spoink	2154	5.436
spoink	2155	5.414
spoink	2156	5.414
spoink	2157	5.414
spoink	2158	5.414
spoink	2159	5.278
spoink	2160	5.256
spoink	2161	5.233
spoink	2162	5.143
spoink	2163	4.963
spoink	2164	4.963
spoink	2165	4.963
spoink	2166	4.963
spoink	2167	4.985
spoink	2168	4.985
spoink	2169	4.805
spoink	2170	4.602
spoink	2171	4.557
spoink	2172	4.489
spoink	2173	4.421
spoink	2174	4.083
spoink	2175	3.925
spoink	2176	3.767
spoink	2177	3.587
spoink	2178	3.474
spoink	2179	3.316
spoink	2180	3.068
spoink	2181	1.85
spoink	2182	1.85
spoink	2183	1.85
spoink	2184	1.85
spoink	2185	1.85
spoink	2186	1.85
spoink	2187	1.85
spoink	2188	1.85
spoink	2189	1.85
spoink	2190	1.173
spoink	2191	1.173
spoink	2192	1.173
spoink	2193	1.15
spoink	2194	1.15
spoink	2195	1.128
spoink	2196	1.083
spoink	2197	1.105
spoink	2198	1.105
spoink	2199	1.105
spoink	2200	1.083
spoink	2201	1.083
spoink	2202	1.06
spoink	2203	1.196
spoink	2204	1.241
spoink	2205	1.196
spoink	2206	1.196
spoink	2207	1.196
spoink	2208	1.218
spoink	2209	1.218
spoink	2210	1.173
spoink	2218	1.399
spoink	2219	1.399
spoink	2220	1.399
spoink	2221	1.376
spoink	2222	1.376
spoink	2223	1.376
spoink	2224	1.331
spoink	2225	1.331
spoink	2226	1.308
spoink	2227	2.188
spoink	2228	2.233
spoink	2229	2.233
spoink	2230	2.211
spoink	2231	2.211
spoink	2232	2.211
spoink	2233	3.835
spoink	2234	3.948
spoink	2235	3.948
spoink	2236	3.948
spoink	2237	3.97
spoink	2238	3.97
spoink	2239	5.12
spoink	2240	5.12
spoink	2241	5.12
spoink	2242	5.098
spoink	2243	5.075
spoink	2244	5.639
spoink	2245	5.752
spoink	2246	5.865
spoink	2247	5.865
spoink	2248	5.865
spoink	2249	5.865
spoink	2250	5.887
spoink	2251	6.519
spoink	2252	6.699
spoink	2253	6.88
spoink	2254	7.218
spoink	2255	7.286
spoink	2256	7.376
spoink	2257	7.489
spoink	2258	7.489
spoink	2259	7.602
spoink	2260	7.669
spoink	2261	7.805
spoink	2262	7.895
spoink	2263	8.075
spoink	2264	8.075
spoink	2265	8.075
spoink	2266	8.098
spoink	2267	8.098
spoink	2268	8.075
spoink	2269	8.572
spoink	2270	8.594
spoink	2271	8.752
spoink	2272	8.797
spoink	2273	8.955
spoink	2274	9
spoink	2275	9.091
spoink	2276	9.136
spoink	2277	9.136
spoink	2278	9
spoink	2279	8.933
spoink	2280	8.91
spoink	2281	8.888
spoink	2282	8.752
spoink	2283	8.685
spoink	2284	8.617
spoink	2285	8.572
spoink	2286	8.346
spoink	2287	8.166
spoink	2288	8.143
spoink	2289	7.985
spoink	2290	7.692
spoink	2291	7.647
spoink	2292	7.557
spoink	2293	7.466
spoink	2294	6
spoink	2295	6
spoink	2296	6.023
spoink	2297	6.068
spoink	2298	6.068
spoink	2299	6.068
spoink	2300	6.068
spoink	2301	6.068
spoink	2302	6.068
spoink	2303	5.978
spoink	2304	5.797
spoink	2305	5.639
spoink	2306	5.527
spoink	2307	3.158
spoink	2308	3.158
spoink	2309	3.158
spoink	2310	3.158
spoink	2311	3.158
spoink	2312	3.135
spoink	2313	3.135
spoink	2314	3.135
spoink	2315	3.135
spoink	2316	3.135
spoink	2317	3.135
spoink	2318	3.135
spoink	2319	3.158
spoink	2320	3.158
spoink	2321	3.158
spoink	2322	3.135
spoink	2323	3.135
spoink	2324	3.045
spoink	2325	2.91
spoink	2326	2.639
spoink	2327	2.504
spoink	2328	1.805
spoink	2329	1.827
spoink	2330	1.827
spoink	2331	1.827
spoink	2332	1.805
spoink	2333	1.872
spoink	2344	1.489
spoink	2345	1.534
spoink	2346	1.669
spoink	2347	1.895
spoink	2348	1.917
spoink	2349	1.917
spoink	2350	1.917
spoink	2351	1.94
spoink	2352	1.94
spoink	2353	1.94
spoink	2354	1.962
spoink	2355	1.962
spoink	2356	3.023
spoink	2357	3.158
spoink	2358	3.384
spoink	2359	3.519
spoink	2360	3.79
spoink	2361	3.79
spoink	2362	3.79
spoink	2363	3.79
spoink	2364	3.767
spoink	2365	4.669
spoink	2366	4.85
spoink	2367	5.03
spoink	2368	5.098
spoink	2369	5.211
spoink	2370	5.391
spoink	2371	5.504
spoink	2372	5.459
spoink	2373	5.459
spoink	2374	5.459
spoink	2375	5.459
spoink	2376	5.459
spoink	2377	5.459
spoink	2378	5.459
spoink	2379	5.459
spoink	2380	5.775
spoink	2381	5.775
spoink	2382	5.775
spoink	2383	5.775
spoink	2384	5.775
spoink	2385	5.775
spoink	2386	5.82
spoink	2387	5.82
spoink	2388	5.887
spoink	2389	5.887
spoink	2390	5.887
spoink	2391	5.887
spoink	2392	9.316
spoink	2393	9.722
spoink	2394	9.903
spoink	2395	10.286
spoink	2396	10.602
spoink	2397	10.782
spoink	2398	10.918
spoink	2399	11.03
spoink	2400	10.873
spoink	2401	11.098
spoink	2402	11.279
spoink	2403	11.369
spoink	2404	11.414
spoink	2405	11.662
spoink	2406	11.775
spoink	2407	12.046
spoink	2408	12.023
spoink	2409	12.136
spoink	2410	12.271
spoink	2411	12.316
spoink	2412	12.339
spoink	2413	12.406
spoink	2414	12.609
spoink	2415	12.519
spoink	2416	12.429
spoink	2417	12.361
spoink	2418	12.316
spoink	2419	12.226
spoink	2420	12.226
spoink	2421	12.091
spoink	2422	12.023
spoink	2423	11.91
spoink	2424	11.752
spoink	2425	11.707
spoink	2426	11.549
spoink	2427	10.151
spoink	2428	10.151
spoink	2429	10.128
spoink	2430	10.218
spoink	2431	11.256
spoink	2432	11.504
spoink	2433	11.865
spoink	2434	11.865
spoink	2435	11.843
spoink	2436	11.685
spoink	2437	10.557
spoink	2438	11.324
spoink	2439	11.594
spoink	2440	11.888
spoink	2441	12.091
spoink	2442	11.933
spoink	2443	11.888
spoink	2444	11.775
spoink	2445	11.64
spoink	2446	11.504
spoink	2447	11.437
spoink	2448	11.188
spoink	2449	11.053
spoink	2450	10.918
spoink	2451	10.264
spoink	2452	10.309
spoink	2453	10.376
spoink	2454	10.376
spoink	2455	10.354
spoink	2456	10.128
spoink	2457	9.97
spoink	2458	9.745
spoink	2459	9.654
spoink	2460	9.361
spoink	2461	9
spoink	2462	8.685
spoink	2463	7.489
spoink	2464	7.602
spoink	2465	7.669
spoink	2466	7.715
spoink	2467	7.737
spoink	2468	7.534
spoink	2469	7.489
spoink	2470	7.263
spoink	2471	7.083
spoink	2472	6.903
spoink	2473	6.903
spoink	2474	6.925
spoink	2475	6.857
spoink	2476	6.812
spoink	2477	6.677
spoink	2478	6.632
spoink	2479	6.474
spoink	2480	6.248
spoink	2481	6.068
spoink	2482	5.391
spoink	2483	5.369
spoink	2484	5.369
spoink	2485	5.369
spoink	2486	5.369
spoink	2487	4.737
spoink	2488	4.737
spoink	2489	4.737
spoink	2490	4.76
spoink	2491	4.76
spoink	2492	4.669
spoink	2493	3.857
spoink	2494	3.857
spoink	2495	4.963
spoink	2496	5.075
spoink	2497	5.075
spoink	2498	5.211
spoink	2499	5.301
spoink	2500	5.278
spoink	2501	5.278
spoink	2502	5.166
spoink	2503	5.03
spoink	2504	4.917
spoink	2505	4.692
spoink	2506	4.421
spoink	2507	4.196
spoink	2508	2.459
spoink	2509	2.459
spoink	2510	2.459
spoink	2511	2.459
spoink	2512	3.835
spoink	2513	3.948
spoink	2514	4.015
spoink	2515	4.015
spoink	2516	4.015
spoink	2517	4.015
spoink	2518	4.083
spoink	2519	4.083
spoink	2520	4.083
spoink	2521	4.083
spoink	2522	4.038
spoink	2523	4.038
spoink	2524	4.06
spoink	2525	4.015
spoink	2526	4.015
spoink	2527	5.053
spoink	2528	5.12
spoink	2529	5.12
spoink	2530	5.143
spoink	2531	5.188
spoink	2532	5.188
spoink	2533	5.188
spoink	2534	5.188
spoink	2535	5.098
spoink	2536	5.278
spoink	2537	5.346
spoink	2538	5.391
spoink	2539	5.414
spoink	2540	5.369
spoink	2541	5.323
spoink	2542	5.323
spoink	2543	5.323
spoink	2544	5.278
spoink	2545	5.188
spoink	2546	5.143
spoink	2547	5.075
spoink	2548	5.008
spoink	2549	4.872
spoink	2550	4.872
spoink	2551	4.872
spoink	2552	4.827
spoink	2553	4.805
spoink	2554	4.76
spoink	2555	4.737
spoink	2556	4.692
spoink	2557	4.602
spoink	2558	4.557
spoink	2559	4.534
spoink	2560	4.421
spoink	2561	4.354
spoink	2562	4.038
spoink	2563	4.038
spoink	2564	4.038
spoink	2565	4.015
spoink	2566	4.015
spoink	2567	3.902
spoink	2568	3.88
spoink	2569	3.835
spoink	2570	3.699
spoink	2571	3.226
spoink	2572	3.203
spoink	2573	3.203
spoink	2574	3.203
spoink	2575	3.226
spoink	2576	3.158
spoink	2577	2.526
spoink	2578	2.549
spoink	2579	2.549
spoink	2580	2.549
spoink	2581	2.549
spoink	2589	0.541
spoink	2590	0.541
spoink	2591	0.541
spoink	2592	0.541
spoink	2617	0.519
spoink	2618	0.519
spoink	2630	0.519
spoink	2631	0.519
spoink	2632	0.519
spoink	2638	0.722
spoink	2639	0.857
spoink	2640	0.857
spoink	2641	0.857
spoink	2642	0.857
spoink	2643	0.835
spoink	2644	1.218
spoink	2645	1.286
spoink	2646	1.286
spoink	2647	1.286
spoink	2648	1.263
spoink	2649	1.263
spoink	2650	1.556
spoink	2651	1.669
spoink	2652	1.759
spoink	2653	1.805
spoink	2654	1.94
spoink	2655	1.962
spoink	2656	1.962
spoink	2657	1.962
spoink	2658	1.962
spoink	2659	1.962
spoink	2660	1.962
spoink	2661	1.895
spoink	2662	1.917
spoink	2663	2.369
spoink	2664	2.323
spoink	2665	2.549
spoink	2666	2.594
spoink	2667	2.662
spoink	2668	3.181
spoink	2669	3.203
spoink	2670	3.181
spoink	2671	3.203
spoink	2672	3.203
spoink	2673	3.203
spoink	2674	3.203
spoink	2675	3.203
spoink	2676	3.203
spoink	2677	3.632
spoink	2678	3.654
spoink	2679	3.677
spoink	2680	3.677
spoink	2681	3.654
spoink	2682	3.654
spoink	2683	3.654
spoink	2684	4.376
spoink	2685	4.421
spoink	2686	4.421
spoink	2687	4.399
spoink	2688	4.399
spoink	2689	6.226
spoink	2690	6.339
spoink	2691	6.564
spoink	2692	6.699
spoink	2693	6.993
spoink	2694	6.993
spoink	2695	7.128
spoink	2696	7.196
spoink	2697	7.286
spoink	2698	7.444
spoink	2699	7.489
spoink	2700	7.466
spoink	2701	7.466
spoink	2702	7.444
spoink	2703	7.399
spoink	2704	7.985
spoink	2705	8.03
spoink	2706	8.075
spoink	2707	8.121
spoink	2708	8.346
spoink	2709	8.482
spoink	2710	8.617
spoink	2711	8.752
spoink	2712	8.797
spoink	2713	8.391
spoink	2714	8.256
spoink	2715	8.188
spoink	2716	8.211
spoink	2717	8.233
spoink	2718	8.188
spoink	2719	8.166
spoink	2720	8.166
spoink	2721	8.324
spoink	2722	8.391
spoink	2723	8.436
spoink	2724	8.369
spoink	2725	8.346
spoink	2726	8.233
spoink	2727	8.166
spoink	2728	8.098
spoink	2729	7.985
spoink	2730	7.963
spoink	2731	7.94
spoink	2732	7.872
spoink	2733	7.805
spoink	2734	7.737
spoink	2735	7.647
spoink	2736	7.173
spoink	2737	7.151
spoink	2738	7.173
spoink	2739	7.151
spoink	2740	7.151
spoink	2741	7.015
spoink	2742	6.519
spoink	2743	6.519
spoink	2744	6.519
spoink	2745	6.519
spoink	2746	6.496
spoink	2747	6.406
spoink	2748	5.82
spoink	2749	5.82
spoink	2750	5.82
spoink	2751	5.91
spoink	2752	5.91
spoink	2753	5.662
spoink	2754	5.549
spoink	2755	5.369
spoink	2756	5.278
spoink	2757	5.211
spoink	2758	4.511
spoink	2759	4.466
spoink	2760	3.902
spoink	2761	3.902
spoink	2762	3.925
spoink	2763	3.925
spoink	2764	3.948
spoink	2765	3.925
spoink	2766	3.767
spoink	2767	3.09
spoink	2768	3.09
spoink	2769	3.09
spoink	2770	3.09
spoink	2771	3.09
spoink	2772	3.068
spoink	2773	2.91
spoink	2774	2.865
spoink	2775	2.775
spoink	2776	2.617
spoink	2777	2.504
spoink	2778	1.94
spoink	2779	1.94
spoink	2780	1.94
spoink	2781	1.917
spoink	2782	1.917
spoink	2783	1.85
spoink	2784	0.902
spoink	2785	0.902
spoink	2786	0.902
spoink	2787	0.947
spoink	2788	0.947
spoink	2789	0.947
spoink	2790	0.947
spoink	2791	0.97
spoink	2792	0.97
spoink	2800	0.677
spoink	2801	0.677
spoink	2802	0.677
spoink	2803	0.722
spoink	2804	0.722
spoink	2805	0.722
spoink	2806	0.722
spoink	2807	0.722
spoink	2808	0.722
spoink	2809	0.744
spoink	2810	0.744
spoink	2811	0.744
spoink	2812	0.744
spoink	2813	0.722
spoink	2814	0.722
spoink	2815	0.722
spoink	2816	0.722
spoink	2817	0.699
spoink	2818	0.699
spoink	2819	0.677
spoink	2820	0.677
spoink	2821	0.677
spoink	2822	0.677
spoink	2823	0.699
spoink	2824	0.699
spoink	2825	4.782
spoink	2826	4.85
spoink	2827	4.985
spoink	2828	5.211
spoink	2829	5.459
spoink	2830	5.752
spoink	2831	6.181
spoink	2832	6.293
spoink	2833	6.384
spoink	2834	6.474
spoink	2835	6.496
spoink	2836	6.722
spoink	2837	6.88
spoink	2838	6.88
spoink	2839	6.857
spoink	2840	6.835
spoink	2841	6.835
spoink	2842	6.79
spoink	2843	6.812
spoink	2844	6.812
spoink	2845	6.812
spoink	2846	6.812
spoink	2847	6.812
spoink	2848	6.812
spoink	2849	6.812
spoink	2850	6.812
spoink	2851	6.88
spoink	2852	6.903
spoink	2853	6.903
spoink	2854	7.737
spoink	2855	7.85
spoink	2856	8.008
spoink	2857	8.121
spoink	2858	8.166
spoink	2859	8.233
spoink	2860	8.256
spoink	2861	8.278
spoink	2862	8.233
spoink	2863	8.233
spoink	2864	8.256
spoink	2865	8.346
spoink	2866	8.369
spoink	2867	8.504
spoink	2868	8.482
spoink	2869	8.594
spoink	2870	8.639
spoink	2871	8.549
spoink	2872	8.549
spoink	2873	8.549
spoink	2874	8.459
spoink	2875	8.436
spoink	2876	8.346
spoink	2877	8.211
spoink	2878	7.963
spoink	2879	7.624
spoink	2880	7.466
spoink	2881	7.376
spoink	2882	7.106
spoink	2883	6.88
spoink	2884	6.812
spoink	2885	6.654
spoink	2886	5.842
spoink	2887	5.842
spoink	2888	5.842
spoink	2889	5.842
spoink	2890	5.842
spoink	2891	5.752
spoink	2892	5.684
spoink	2893	5.594
spoink	2894	5.459
spoink	2895	3.406
spoink	2896	3.406
spoink	2897	3.406
spoink	2898	3.384
spoink	2899	3.451
spoink	2900	3.451
spoink	2901	3.451
spoink	2902	3.451
spoink	2903	3.451
spoink	2904	3.316
spoink	2905	3.181
spoink	2906	2.865
spoink	2907	2.797
spoink	2908	2.797
spoink	2909	2.752
spoink	2910	2.233
spoink	2911	2.256
spoink	2912	2.211
spoink	2913	2.211
spoink	2914	2.211
spoink	2915	2.211
spoink	2916	2.211
spoink	2917	2.211
spoink	2918	2.188
spoink	2919	2.075
spoink	2920	1.985
spoink	2921	1.85
spoink	2922	1.579
spoink	2923	1.579
spoink	2924	1.579
spoink	2925	1.579
spoink	2926	1.556
spoink	2927	1.489
spoink	2928	1.466
spoink	2929	1.399
spoink	2930	1.263
spoink	2931	1.06
spoink	2932	1.015
spoink	2933	1.015
spoink	2934	1.038
spoink	2935	1.038
spoink	2936	1.015
spoink	2937	0.609
spoink	2938	0.632
spoink	2939	0.632
spoink	2942	0.519
spoink	2943	0.519
spoink	2959	0.902
spoink	2960	0.993
spoink	2961	0.993
spoink	2962	1.015
spoink	2963	1.015
spoink	2964	1.015
spoink	2965	1.015
spoink	2966	1.038
spoink	2967	0.993
spoink	2968	0.993
spoink	2969	0.993
spoink	2970	0.993
spoink	2971	1.015
spoink	2972	1.015
spoink	2973	0.97
spoink	2974	1.196
spoink	2975	1.196
spoink	2976	1.196
spoink	2977	1.196
