Sample,TE,All_reads,HQ_reads
SRR1560097,transib3,2.36,1.82
SRR1560097,transib4,2.41,1.56
SRR1560097,Transib5,3.14,2.44
SRR1560097,Transpac,11.01,9.64
SRR1560097,X-element,27.00,6.62
SRR1560097,ZAM,1.70,1.28
Sample,TE,All_reads,HQ_reads
SRR1560103,1360,47.83,30.56
SRR1560103,6,0.36,0.05
SRR1560103,1731,11.32,10.18
SRR1560103,297,13.08,8.70
SRR1560103,412,6.23,2.67
SRR1560103,accord,5.12,4.37
SRR1560103,accord2,4.12,3.22
SRR1560103,Baggins1,52.97,46.75
SRR1560103,Bari1,15.55,15.39
SRR1560103,Bari2,0.72,0.27
SRR1560103,BEL,12.63,10.72
SRR1560103,Bica,4.56,4.17
SRR1560103,blood,5.55,5.00
SRR1560103,BS,4.23,2.41
SRR1560103,BS2,15.39,0.46
SRR1560103,BS3,4.24,3.28
SRR1560103,BS4,3.19,2.18
SRR1560103,Burdock,12.78,11.32
SRR1560103,Chimpo,5.55,4.97
SRR1560103,Chouto,5.52,4.00
SRR1560103,Circe,8.07,6.69
SRR1560103,copia,11.64,10.60
SRR1560103,copia2,3.84,0.07
SRR1560103,diver,4.88,4.04
SRR1560103,diver2,24.57,18.61
SRR1560103,Dm88,4.44,0.07
SRR1560103,dmau_Antennapedia,1.01,1.00
SRR1560103,dmau_Osi6,0.91,0.90
SRR1560103,dmau_wingless,0.99,0.98
SRR1560103,DMRT1A,113.41,99.85
SRR1560103,DMRT1C,14.53,10.58
SRR1560103,DNAREP1,304.02,76.44
SRR1560103,DNAREP1-like,7.41,0.07
SRR1560103,Doc,28.25,26.93
SRR1560103,Doc2,16.14,15.64
SRR1560103,Doc3,19.61,16.91
SRR1560103,Doc4,2.26,1.66
SRR1560103,Doc5,9.22,7.50
SRR1560103,F-element,20.97,6.85
SRR1560103,family-0_Copia-like,3.43,0.34
SRR1560103,family-0_MULE-NOF,15.34,1.93
SRR1560103,family-100_HMS-beagle,0.00,0.00
SRR1560103,family-105_gypsy,0.32,0.03
SRR1560103,family-110_gypsy_SAP,9.97,8.92
SRR1560103,family-1124_gypsy-frag,3.33,2.62
SRR1560103,family-113_micropia-like,1.26,0.61
SRR1560103,family-117_gypsy,17.94,6.14
SRR1560103,family-1205_Tc3,0.05,0.00
SRR1560103,family-134_gypsy,9.70,3.34
SRR1560103,family-139_FW2-like,16.38,3.51
SRR1560103,family-1439_Tc3,0.70,0.02
SRR1560103,family-149_HMS-beagle,0.21,0.01
SRR1560103,family-15_G-like,3.88,0.12
SRR1560103,family-2202_Pao,4.95,2.23
SRR1560103,family-2226_Tc1-like,2.00,0.43
SRR1560103,family-2266_Blastopia-like,0.04,0.00
SRR1560103,family-252_hAT_BEDzf,0.39,0.22
SRR1560103,family-325_gypsy,3.82,2.89
SRR1560103,family-358_hAT,5.65,4.46
SRR1560103,family-3655_gypsy,0.94,0.41
SRR1560103,family-3830_accord-like,0.81,0.69
SRR1560103,family-4408_gypsy,2.38,0.07
SRR1560103,family-447_HETA-like,0.56,0.09
SRR1560103,family-4955_hAT,0.89,0.59
SRR1560103,family-49_Tc3,0.11,0.00
SRR1560103,family-5171_Pao,0.02,0.00
SRR1560103,family-53_gypsy_truncated,20.57,5.03
SRR1560103,family-58_micropia-like,5.75,5.45
SRR1560103,family-6086_diver,6.29,3.10
SRR1560103,family-63_micropia-like,7.47,5.73
SRR1560103,family-70_diver-like,3.51,0.42
SRR1560103,family-70_Diver2-like,4.80,2.28
SRR1560103,family-7121_ninja-like,4.56,2.49
SRR1560103,family-732_gypsy,7.30,5.59
SRR1560103,family-92_copia-like,0.00,0.00
SRR1560103,family-966_Pao,2.39,0.80
SRR1560103,family-999_gypsy,0.60,0.10
SRR1560103,FB,31.61,8.82
SRR1560103,flea,11.39,10.67
SRR1560103,frogger,1.34,1.02
SRR1560103,Fw2,4.88,3.88
SRR1560103,Fw3,1.68,1.22
SRR1560103,G-element,2.03,0.00
SRR1560103,G2,7.32,2.96
SRR1560103,G3,0.24,0.09
SRR1560103,G4,4.38,3.82
SRR1560103,G5,10.33,7.95
SRR1560103,G5A,4.88,3.38
SRR1560103,G6,72.99,70.30
SRR1560103,GATE,15.82,13.62
SRR1560103,Gedeo_Dmel,2.45,1.42
SRR1560103,gtwin,0.78,0.19
SRR1560103,gypsy,6.60,4.07
SRR1560103,gypsy10,0.46,0.06
SRR1560103,gypsy11,2.88,1.15
SRR1560103,gypsy12,9.43,4.84
SRR1560103,gypsy12A,4.28,1.47
SRR1560103,gypsy2,0.40,0.16
SRR1560103,gypsy2S,0.91,0.38
SRR1560103,gypsy3,4.03,2.00
SRR1560103,gypsy4,2.53,2.21
SRR1560103,gypsy5,4.07,3.08
SRR1560103,gypsy6,5.08,1.49
SRR1560103,gypsy7,1.92,1.42
SRR1560103,gypsy8,7.32,3.65
SRR1560103,gypsy9,0.82,0.45
SRR1560103,HB,38.54,20.80
SRR1560103,Helena,11.39,10.57
SRR1560103,HeT-A,0.35,0.02
SRR1560103,HMS-Beagle,16.13,12.70
SRR1560103,hobo,8.54,7.47
SRR1560103,hopper,5.33,0.02
SRR1560103,hopper2,1.08,0.48
SRR1560103,I-element,31.54,26.98
SRR1560103,Idefix,20.45,9.98
SRR1560103,invader1,7.40,4.76
SRR1560103,invader2,15.13,13.65
SRR1560103,invader3,8.04,7.02
SRR1560103,invader4,2.64,1.12
SRR1560103,invader5,1.11,0.38
SRR1560103,Ivk,9.92,8.78
SRR1560103,jockey,8.64,8.43
SRR1560103,jockey2,3.29,2.13
SRR1560103,Juan,19.49,19.34
SRR1560103,looper1,1.82,1.43
SRR1560103,M4DM,16.35,4.67
SRR1560103,mariner2,5.39,3.72
SRR1560103,Max-element,15.93,13.33
SRR1560103,McClintock,5.56,0.19
SRR1560103,mdg1,9.32,7.93
SRR1560103,mdg3,8.79,7.47
SRR1560103,micropia,8.35,6.92
SRR1560103,Minos_DM,0.19,0.01
SRR1560103,ninja-aurora,4.49,3.78
SRR1560103,NOF,0.29,0.10
SRR1560103,Nomad,3.12,2.51
SRR1560103,P-element,0.00,0.00
SRR1560103,Phanio_Dmel,10.80,7.94
SRR1560103,Phidippo_Dmel,10.86,9.10
SRR1560103,Pifo_A,0.11,0.07
SRR1560103,pogo,0.00,0.00
SRR1560103,Quasimodo,0.16,0.00
SRR1560103,Quasimodo2,4.72,0.01
SRR1560103,R1,30.65,5.05
SRR1560103,R1-2,1.00,0.51
SRR1560103,R1A1-element,12.83,1.40
SRR1560103,R2-element,19.55,18.35
SRR1560103,rnd-1_family-13_jockey,1.99,0.15
SRR1560103,rnd-1_family-1_copia,8.42,2.68
SRR1560103,rnd-1_family-85_gypsy,12.30,4.33
SRR1560103,rnd-5_family-560_Pao,14.93,7.52
SRR1560103,roo,21.22,18.28
SRR1560103,rooA,18.21,12.88
SRR1560103,rover,0.48,0.08
SRR1560103,Rt1a,2.03,1.04
SRR1560103,Rt1b,13.62,11.05
SRR1560103,S-element,1.52,0.21
SRR1560103,S2,0.74,0.28
SRR1560103,springer,1.49,0.43
SRR1560103,Stalker,6.95,0.28
SRR1560103,Stalker2,9.81,7.59
SRR1560103,Stalker4,9.10,0.12
SRR1560103,Tabor,8.70,7.27
SRR1560103,TAHRE,0.59,0.23
SRR1560103,TART-A,5.29,2.47
SRR1560103,TART-B,1.76,0.29
SRR1560103,TART-C,1.15,0.23
SRR1560103,Tc1-2,14.99,12.90
SRR1560103,Tc1_DM,32.61,25.32
SRR1560103,Tc3,0.01,0.00
SRR1560103,Tirant,2.96,1.94
SRR1560103,Tom,4.23,1.96
SRR1560103,transib1,13.12,11.40
SRR1560103,Transib2,19.24,15.29
SRR1560103,transib3,2.74,2.09
SRR1560103,transib4,3.25,2.21
SRR1560103,Transib5,3.61,2.77
SRR1560103,Transpac,12.61,11.33
SRR1560103,X-element,23.18,5.81
SRR1560103,ZAM,1.49,1.13
Sample,TE,All_reads,HQ_reads
SRR1560268,1360,46.07,28.87
SRR1560268,6,0.35,0.05
SRR1560268,1731,11.51,10.28
SRR1560268,297,13.79,9.18
SRR1560268,412,7.34,3.77
SRR1560268,accord,2.46,1.96
SRR1560268,accord2,2.66,1.90
SRR1560268,Baggins1,53.68,47.50
SRR1560268,Bari1,11.63,11.46
SRR1560268,Bari2,0.57,0.26
SRR1560268,BEL,10.46,8.51
SRR1560268,Bica,4.49,4.12
SRR1560268,blood,4.99,4.47
SRR1560268,BS,4.53,2.30
SRR1560268,BS2,14.78,0.48
SRR1560268,BS3,3.91,2.94
SRR1560268,BS4,3.06,2.24
SRR1560268,Burdock,7.78,6.73
SRR1560268,Chimpo,4.76,4.21
SRR1560268,Chouto,3.62,2.53
SRR1560268,Circe,11.15,9.60
SRR1560268,copia,7.77,7.01
SRR1560268,copia2,4.03,0.08
SRR1560268,diver,6.30,5.29
SRR1560268,diver2,25.31,19.27
SRR1560268,Dm88,4.68,0.08
SRR1560268,dmau_Antennapedia,1.04,1.02
SRR1560268,dmau_Osi6,0.78,0.77
SRR1560268,dmau_wingless,0.96,0.95
SRR1560268,DMRT1A,119.30,105.67
SRR1560268,DMRT1C,12.50,9.18
SRR1560268,DNAREP1,307.52,77.07
SRR1560268,DNAREP1-like,7.73,0.11
SRR1560268,Doc,23.49,22.26
SRR1560268,Doc2,23.83,23.12
SRR1560268,Doc3,20.31,17.52
SRR1560268,Doc4,2.16,1.59
SRR1560268,Doc5,8.90,7.24
SRR1560268,F-element,19.45,6.44
SRR1560268,family-0_Copia-like,3.72,0.34
SRR1560268,family-0_MULE-NOF,17.77,1.90
SRR1560268,family-100_HMS-beagle,0.00,0.00
SRR1560268,family-105_gypsy,0.34,0.03
SRR1560268,family-110_gypsy_SAP,11.34,10.10
SRR1560268,family-1124_gypsy-frag,2.72,2.20
SRR1560268,family-113_micropia-like,1.27,0.60
SRR1560268,family-117_gypsy,16.54,5.58
SRR1560268,family-1205_Tc3,0.04,0.00
SRR1560268,family-134_gypsy,9.44,3.30
SRR1560268,family-139_FW2-like,15.94,3.51
SRR1560268,family-1439_Tc3,0.68,0.01
SRR1560268,family-149_HMS-beagle,0.22,0.01
SRR1560268,family-15_G-like,4.03,0.18
SRR1560268,family-2202_Pao,5.01,2.42
SRR1560268,family-2226_Tc1-like,2.09,0.45
SRR1560268,family-2266_Blastopia-like,0.03,0.00
SRR1560268,family-252_hAT_BEDzf,0.37,0.22
SRR1560268,family-325_gypsy,7.28,5.50
SRR1560268,family-358_hAT,5.15,3.98
SRR1560268,family-3655_gypsy,0.98,0.43
SRR1560268,family-3830_accord-like,1.03,0.87
SRR1560268,family-4408_gypsy,2.43,0.04
SRR1560268,family-447_HETA-like,0.47,0.09
SRR1560268,family-4955_hAT,0.95,0.65
SRR1560268,family-49_Tc3,0.08,0.00
SRR1560268,family-5171_Pao,0.01,0.00
SRR1560268,family-53_gypsy_truncated,18.69,4.44
SRR1560268,family-58_micropia-like,4.20,3.97
SRR1560268,family-6086_diver,6.59,3.21
SRR1560268,family-63_micropia-like,11.31,8.67
SRR1560268,family-70_diver-like,4.55,0.61
SRR1560268,family-70_Diver2-like,4.96,2.45
SRR1560268,family-7121_ninja-like,6.70,3.78
SRR1560268,family-732_gypsy,6.38,4.90
SRR1560268,family-92_copia-like,0.00,0.00
SRR1560268,family-966_Pao,3.45,1.27
SRR1560268,family-999_gypsy,0.65,0.07
SRR1560268,FB,44.91,10.61
SRR1560268,flea,14.74,13.86
SRR1560268,frogger,0.81,0.67
SRR1560268,Fw2,4.36,3.46
SRR1560268,Fw3,1.67,1.23
SRR1560268,G-element,1.97,0.00
SRR1560268,G2,8.67,2.28
SRR1560268,G3,0.25,0.09
SRR1560268,G4,4.54,3.95
SRR1560268,G5,11.52,8.94
SRR1560268,G5A,4.85,3.26
SRR1560268,G6,59.37,56.88
SRR1560268,GATE,19.15,16.56
SRR1560268,Gedeo_Dmel,4.29,2.88
SRR1560268,gtwin,0.81,0.19
SRR1560268,gypsy,6.19,3.80
SRR1560268,gypsy10,0.57,0.07
SRR1560268,gypsy11,2.81,1.12
SRR1560268,gypsy12,10.32,5.48
SRR1560268,gypsy12A,4.98,1.79
SRR1560268,gypsy2,0.52,0.20
SRR1560268,gypsy2S,0.94,0.40
SRR1560268,gypsy3,2.62,1.23
SRR1560268,gypsy4,4.14,3.67
SRR1560268,gypsy5,1.69,0.94
SRR1560268,gypsy6,5.07,1.50
SRR1560268,gypsy7,2.01,1.54
SRR1560268,gypsy8,5.56,2.87
SRR1560268,gypsy9,0.83,0.45
SRR1560268,HB,42.19,23.07
SRR1560268,Helena,10.65,9.78
SRR1560268,HeT-A,0.32,0.01
SRR1560268,HMS-Beagle,17.01,13.37
SRR1560268,hobo,10.81,9.43
SRR1560268,hopper,7.72,0.03
SRR1560268,hopper2,0.81,0.23
SRR1560268,I-element,29.41,24.69
SRR1560268,Idefix,5.46,2.43
SRR1560268,invader1,7.30,4.69
SRR1560268,invader2,15.01,13.36
SRR1560268,invader3,9.03,7.81
SRR1560268,invader4,2.52,0.98
SRR1560268,invader5,1.07,0.35
SRR1560268,Ivk,10.43,9.20
SRR1560268,jockey,7.69,7.54
SRR1560268,jockey2,3.53,2.37
SRR1560268,Juan,24.09,23.91
SRR1560268,looper1,1.43,1.05
SRR1560268,M4DM,23.14,6.38
SRR1560268,mariner2,6.09,4.15
SRR1560268,Max-element,12.76,10.86
SRR1560268,McClintock,5.36,0.18
SRR1560268,mdg1,9.04,7.51
SRR1560268,mdg3,8.89,7.57
SRR1560268,micropia,10.15,8.25
SRR1560268,Minos_DM,0.24,0.04
SRR1560268,ninja-aurora,3.50,2.85
SRR1560268,NOF,0.28,0.12
SRR1560268,Nomad,3.60,2.95
SRR1560268,P-element,0.00,0.00
SRR1560268,Phanio_Dmel,11.00,8.01
SRR1560268,Phidippo_Dmel,9.15,7.64
SRR1560268,Pifo_A,0.10,0.06
SRR1560268,pogo,0.00,0.00
SRR1560268,Quasimodo,0.16,0.01
SRR1560268,Quasimodo2,4.70,0.01
SRR1560268,R1,24.75,3.81
SRR1560268,R1-2,0.75,0.41
SRR1560268,R1A1-element,10.91,1.37
SRR1560268,R2-element,22.63,21.29
SRR1560268,rnd-1_family-13_jockey,1.31,0.11
SRR1560268,rnd-1_family-1_copia,8.39,2.59
SRR1560268,rnd-1_family-85_gypsy,12.13,4.42
SRR1560268,rnd-5_family-560_Pao,12.26,6.34
SRR1560268,roo,30.45,25.68
SRR1560268,rooA,17.39,12.25
SRR1560268,rover,0.67,0.12
SRR1560268,Rt1a,2.16,1.11
SRR1560268,Rt1b,13.77,11.15
SRR1560268,S-element,1.52,0.21
SRR1560268,S2,0.69,0.28
SRR1560268,springer,1.12,0.30
SRR1560268,Stalker,7.20,0.31
SRR1560268,Stalker2,7.87,5.90
SRR1560268,Stalker4,9.50,0.12
SRR1560268,Tabor,5.75,4.44
SRR1560268,TAHRE,0.31,0.09
SRR1560268,TART-A,0.54,0.18
SRR1560268,TART-B,0.76,0.19
SRR1560268,TART-C,0.22,0.03
SRR1560268,Tc1-2,16.58,14.51
SRR1560268,Tc1_DM,33.53,25.93
SRR1560268,Tc3,0.01,0.00
SRR1560268,Tirant,2.77,1.99
SRR1560268,Tom,4.30,2.07
SRR1560268,transib1,14.45,12.57
SRR1560268,Transib2,17.61,13.83
SRR1560268,transib3,2.65,2.01
SRR1560268,transib4,3.07,2.08
SRR1560268,Transib5,3.97,3.08
SRR1560268,Transpac,9.93,8.81
SRR1560268,X-element,22.31,5.86
SRR1560268,ZAM,1.21,0.93
Sample,TE,All_reads,HQ_reads
SRR19973828,1360,46.21,30.37
SRR19973828,6,0.28,0.05
SRR19973828,1731,11.76,10.82
SRR19973828,297,11.78,7.93
SRR19973828,412,6.16,2.69
SRR19973828,accord,7.21,6.02
SRR19973828,accord2,2.95,2.11
SRR19973828,Baggins1,52.14,46.02
SRR19973828,Bari1,5.99,5.92
SRR19973828,Bari2,0.58,0.26
SRR19973828,BEL,17.48,15.07
SRR19973828,Bica,4.25,3.90
SRR19973828,blood,3.61,3.21
SRR19973828,BS,4.04,1.89
SRR19973828,BS2,18.11,0.57
SRR19973828,BS3,4.51,3.63
SRR19973828,BS4,2.52,1.91
SRR19973828,Burdock,9.80,8.78
SRR19973828,Chimpo,5.12,4.68
SRR19973828,Chouto,4.06,2.76
SRR19973828,Circe,6.29,5.34
SRR19973828,copia,12.95,11.84
SRR19973828,copia2,3.00,0.04
SRR19973828,diver,4.98,4.08
SRR19973828,diver2,28.31,22.25
SRR19973828,Dm88,3.41,0.05
SRR19973828,dmau_Antennapedia,0.97,0.97
SRR19973828,dmau_Osi6,0.89,0.88
SRR19973828,dmau_wingless,1.03,1.02
SRR19973828,DMRT1A,107.70,96.24
SRR19973828,DMRT1C,26.00,19.56
SRR19973828,DNAREP1,236.07,57.73
SRR19973828,DNAREP1-like,5.87,0.01
SRR19973828,Doc,20.06,19.12
SRR19973828,Doc2,19.10,18.56
SRR19973828,Doc3,16.68,14.37
SRR19973828,Doc4,2.18,1.58
SRR19973828,Doc5,6.81,5.59
SRR19973828,F-element,19.29,6.14
SRR19973828,family-0_Copia-like,3.75,0.38
SRR19973828,family-0_MULE-NOF,12.22,1.23
SRR19973828,family-100_HMS-beagle,0.00,0.00
SRR19973828,family-105_gypsy,0.72,0.06
SRR19973828,family-110_gypsy_SAP,8.32,7.35
SRR19973828,family-1124_gypsy-frag,2.21,1.85
SRR19973828,family-113_micropia-like,0.91,0.41
SRR19973828,family-117_gypsy,14.95,5.47
SRR19973828,family-1205_Tc3,0.01,0.00
SRR19973828,family-134_gypsy,8.58,3.05
SRR19973828,family-139_FW2-like,15.77,3.27
SRR19973828,family-1439_Tc3,0.51,0.00
SRR19973828,family-149_HMS-beagle,0.16,0.01
SRR19973828,family-15_G-like,3.79,0.23
SRR19973828,family-2202_Pao,4.12,2.04
SRR19973828,family-2226_Tc1-like,1.45,0.28
SRR19973828,family-2266_Blastopia-like,0.03,0.00
SRR19973828,family-252_hAT_BEDzf,0.33,0.26
SRR19973828,family-325_gypsy,5.09,3.94
SRR19973828,family-358_hAT,3.86,3.05
SRR19973828,family-3655_gypsy,0.76,0.32
SRR19973828,family-3830_accord-like,0.35,0.25
SRR19973828,family-4408_gypsy,2.48,0.03
SRR19973828,family-447_HETA-like,0.27,0.04
SRR19973828,family-4955_hAT,0.89,0.48
SRR19973828,family-49_Tc3,0.06,0.01
SRR19973828,family-5171_Pao,0.01,0.00
SRR19973828,family-53_gypsy_truncated,16.91,4.17
SRR19973828,family-58_micropia-like,4.52,4.29
SRR19973828,family-6086_diver,4.94,2.45
SRR19973828,family-63_micropia-like,7.98,6.40
SRR19973828,family-70_diver-like,4.67,0.64
SRR19973828,family-70_Diver2-like,4.06,2.00
SRR19973828,family-7121_ninja-like,6.78,4.00
SRR19973828,family-732_gypsy,5.33,4.18
SRR19973828,family-92_copia-like,0.00,0.00
SRR19973828,family-966_Pao,3.28,1.04
SRR19973828,family-999_gypsy,0.66,0.11
SRR19973828,FB,30.97,9.09
SRR19973828,flea,14.38,13.49
SRR19973828,frogger,1.18,0.99
SRR19973828,Fw2,3.85,3.03
SRR19973828,Fw3,1.50,1.06
SRR19973828,G-element,1.49,0.00
SRR19973828,G2,13.15,5.21
SRR19973828,G3,0.22,0.09
SRR19973828,G4,3.91,3.40
SRR19973828,G5,14.38,11.06
SRR19973828,G5A,4.29,2.91
SRR19973828,G6,41.20,39.65
SRR19973828,GATE,20.75,18.10
SRR19973828,Gedeo_Dmel,3.04,1.88
SRR19973828,gtwin,0.93,0.24
SRR19973828,gypsy,6.31,3.89
SRR19973828,gypsy10,0.34,0.04
SRR19973828,gypsy11,2.24,0.81
SRR19973828,gypsy12,12.29,6.73
SRR19973828,gypsy12A,3.67,1.39
SRR19973828,gypsy2,0.44,0.18
SRR19973828,gypsy2S,0.80,0.35
SRR19973828,gypsy3,2.40,1.24
SRR19973828,gypsy4,3.87,3.42
SRR19973828,gypsy5,1.37,0.72
SRR19973828,gypsy6,5.28,1.48
SRR19973828,gypsy7,1.49,1.08
SRR19973828,gypsy8,14.78,7.62
SRR19973828,gypsy9,0.70,0.37
SRR19973828,HB,30.11,16.18
SRR19973828,Helena,11.67,10.86
SRR19973828,HeT-A,0.19,0.01
SRR19973828,HMS-Beagle,18.47,15.01
SRR19973828,hobo,8.78,7.62
