Sample,TE,All_reads,HQ_reads
SRR14138506,Quasimodo2,3.95,0.01
SRR14138506,R1,105.59,15.85
SRR14138506,R1-2,2.04,1.12
SRR14138506,R1A1-element,45.36,3.84
SRR14138506,R2-element,30.61,28.40
SRR14138506,rnd-1_family-13_jockey,2.58,0.37
SRR14138506,rnd-1_family-1_copia,9.80,3.21
SRR14138506,rnd-1_family-85_gypsy,17.38,4.40
SRR14138506,rnd-5_family-560_Pao,19.09,9.09
SRR14138506,roo,23.72,19.41
SRR14138506,rooA,16.04,11.16
SRR14138506,rover,0.57,0.09
SRR14138506,Rt1a,2.03,1.01
SRR14138506,Rt1b,37.36,31.13
SRR14138506,S-element,0.92,0.13
SRR14138506,S2,0.36,0.18
SRR14138506,springer,1.15,0.31
SRR14138506,Stalker,3.15,0.12
SRR14138506,Stalker2,9.18,6.89
SRR14138506,Stalker4,4.20,0.06
SRR14138506,Tabor,10.75,8.63
SRR14138506,TAHRE,2.01,0.71
SRR14138506,TART-A,1.59,0.64
SRR14138506,TART-B,0.69,0.14
SRR14138506,TART-C,0.38,0.10
SRR14138506,Tc1-2,9.48,7.76
SRR14138506,Tc1_DM,17.40,12.37
SRR14138506,Tc3,0.00,0.00
SRR14138506,Tirant,7.62,6.27
SRR14138506,Tom,8.08,4.51
SRR14138506,transib1,12.91,10.97
SRR14138506,Transib2,26.86,22.75
SRR14138506,transib3,1.45,1.07
SRR14138506,transib4,1.61,1.02
SRR14138506,Transib5,2.57,1.94
SRR14138506,Transpac,13.09,11.53
SRR14138506,X-element,19.67,4.19
SRR14138506,ZAM,4.35,3.51
Sample,TE,All_reads,HQ_reads
SRR14138507,1360,38.11,23.46
SRR14138507,6,0.53,0.12
SRR14138507,1731,8.50,7.57
SRR14138507,297,21.93,15.90
SRR14138507,412,9.95,5.20
SRR14138507,accord,10.40,7.56
SRR14138507,accord2,5.52,4.23
SRR14138507,Baggins1,51.29,45.05
SRR14138507,Bari1,3.19,2.85
SRR14138507,Bari2,0.43,0.22
SRR14138507,BEL,19.99,17.88
SRR14138507,Bica,4.38,4.14
SRR14138507,blood,7.99,7.07
SRR14138507,BS,13.64,4.80
SRR14138507,BS2,15.53,0.53
SRR14138507,BS3,8.92,7.04
SRR14138507,BS4,2.46,1.85
SRR14138507,Burdock,9.40,8.36
SRR14138507,Chimpo,6.62,6.15
SRR14138507,Chouto,7.91,5.96
SRR14138507,Circe,6.74,5.85
SRR14138507,copia,9.39,8.65
SRR14138507,copia2,2.44,0.06
SRR14138507,diver,5.39,4.53
SRR14138507,diver2,45.53,34.78
SRR14138507,Dm88,2.66,0.03
SRR14138507,DMRT1A,119.49,105.94
SRR14138507,DMRT1C,34.00,25.28
SRR14138507,DNAREP1,241.68,64.60
SRR14138507,DNAREP1-like,5.30,0.04
SRR14138507,Doc,10.34,9.18
SRR14138507,Doc2,12.28,11.69
SRR14138507,Doc3,19.81,16.92
SRR14138507,Doc4,2.30,1.64
SRR14138507,Doc5,6.03,4.94
SRR14138507,dsec_Antennapedia,0.95,0.94
SRR14138507,dsec_Osi6,0.96,0.96
SRR14138507,dsec_wingless,1.05,1.05
SRR14138507,F-element,30.70,8.96
SRR14138507,family-0_Copia-like,4.62,0.57
SRR14138507,family-0_MULE-NOF,7.45,0.80
SRR14138507,family-100_HMS-beagle,0.01,0.00
SRR14138507,family-105_gypsy,0.42,0.18
SRR14138507,family-110_gypsy_SAP,18.98,16.46
SRR14138507,family-1124_gypsy-frag,2.11,1.73
SRR14138507,family-113_micropia-like,0.63,0.29
SRR14138507,family-117_gypsy,10.22,4.05
SRR14138507,family-1205_Tc3,0.04,0.00
SRR14138507,family-134_gypsy,5.98,2.13
SRR14138507,family-139_FW2-like,27.44,5.18
SRR14138507,family-1439_Tc3,0.51,0.01
SRR14138507,family-149_HMS-beagle,0.03,0.00
SRR14138507,family-15_G-like,5.20,0.07
SRR14138507,family-2202_Pao,3.08,1.30
SRR14138507,family-2226_Tc1-like,1.38,0.36
SRR14138507,family-2266_Blastopia-like,0.04,0.00
SRR14138507,family-252_hAT_BEDzf,0.30,0.14
SRR14138507,family-325_gypsy,5.18,3.94
SRR14138507,family-358_hAT,3.00,2.31
SRR14138507,family-3655_gypsy,0.56,0.20
SRR14138507,family-3830_accord-like,1.48,1.12
SRR14138507,family-4408_gypsy,3.50,0.05
SRR14138507,family-447_HETA-like,2.72,0.43
SRR14138507,family-4955_hAT,0.64,0.43
SRR14138507,family-49_Tc3,0.07,0.00
SRR14138507,family-5171_Pao,0.05,0.00
SRR14138507,family-53_gypsy_truncated,9.98,2.33
SRR14138507,family-58_micropia-like,10.91,10.28
SRR14138507,family-6086_diver,3.64,1.71
SRR14138507,family-63_micropia-like,7.95,6.29
SRR14138507,family-70_diver-like,4.43,0.54
SRR14138507,family-70_Diver2-like,2.97,1.34
SRR14138507,family-7121_ninja-like,6.97,3.81
SRR14138507,family-732_gypsy,6.25,4.66
SRR14138507,family-92_copia-like,0.00,0.00
SRR14138507,family-966_Pao,3.43,1.05
SRR14138507,family-999_gypsy,0.35,0.02
SRR14138507,FB,24.74,8.94
SRR14138507,flea,22.71,21.47
SRR14138507,frogger,1.13,0.84
SRR14138507,Fw2,4.60,3.71
SRR14138507,Fw3,1.51,1.09
SRR14138507,G-element,2.63,0.00
SRR14138507,G2,5.61,2.10
SRR14138507,G3,0.22,0.11
SRR14138507,G4,3.85,3.34
SRR14138507,G5,41.00,31.84
SRR14138507,G5A,16.36,10.82
SRR14138507,G6,111.75,107.43
SRR14138507,GATE,25.81,21.65
SRR14138507,Gedeo_Dmel,13.72,10.21
SRR14138507,gtwin,1.84,0.56
SRR14138507,gypsy,4.96,2.84
SRR14138507,gypsy10,0.51,0.09
SRR14138507,gypsy11,1.90,0.70
SRR14138507,gypsy12,9.74,4.51
SRR14138507,gypsy12A,4.20,1.59
SRR14138507,gypsy2,0.56,0.17
SRR14138507,gypsy2S,0.88,0.30
SRR14138507,gypsy3,2.58,1.20
SRR14138507,gypsy4,5.71,4.99
SRR14138507,gypsy5,0.83,0.13
SRR14138507,gypsy6,6.89,1.78
SRR14138507,gypsy7,1.42,1.04
SRR14138507,gypsy8,13.15,5.53
SRR14138507,gypsy9,1.62,0.89
SRR14138507,HB,16.09,8.35
SRR14138507,Helena,17.87,16.69
SRR14138507,HeT-A,1.66,0.03
SRR14138507,HMS-Beagle,11.21,8.36
SRR14138507,hobo,9.72,7.82
SRR14138507,hopper,4.21,0.04
SRR14138507,hopper2,0.93,0.19
SRR14138507,I-element,22.89,18.90
SRR14138507,Idefix,5.19,2.35
SRR14138507,invader1,7.16,4.94
SRR14138507,invader2,20.13,18.14
SRR14138507,invader3,20.99,18.95
SRR14138507,invader4,1.82,0.63
SRR14138507,invader5,0.75,0.25
SRR14138507,Ivk,7.42,6.19
SRR14138507,jockey,14.14,13.85
SRR14138507,jockey2,4.09,2.49
SRR14138507,Juan,14.11,13.99
SRR14138507,looper1,1.01,0.69
SRR14138507,M4DM,13.00,3.35
SRR14138507,mariner2,4.98,3.60
SRR14138507,Max-element,36.79,32.33
SRR14138507,McClintock,4.54,0.17
SRR14138507,mdg1,4.20,2.82
SRR14138507,mdg3,4.73,3.51
SRR14138507,micropia,17.96,15.15
SRR14138507,Minos_DM,0.12,0.02
SRR14138507,ninja-aurora,14.47,12.17
SRR14138507,NOF,1.69,1.22
SRR14138507,Nomad,12.50,9.08
SRR14138507,P-element,0.00,0.00
SRR14138507,Phanio_Dmel,9.05,6.13
SRR14138507,Phidippo_Dmel,5.11,3.86
SRR14138507,Pifo_A,0.06,0.04
SRR14138507,pogo,0.00,0.00
SRR14138507,Quasimodo,0.21,0.00
SRR14138507,Quasimodo2,3.78,0.01
SRR14138507,R1,93.09,14.13
SRR14138507,R1-2,2.02,1.11
SRR14138507,R1A1-element,39.55,3.27
SRR14138507,R2-element,29.58,27.44
SRR14138507,rnd-1_family-13_jockey,2.48,0.35
SRR14138507,rnd-1_family-1_copia,9.29,2.99
SRR14138507,rnd-1_family-85_gypsy,16.93,4.32
SRR14138507,rnd-5_family-560_Pao,18.70,8.99
SRR14138507,roo,26.10,21.44
SRR14138507,rooA,16.08,11.19
SRR14138507,rover,0.55,0.09
SRR14138507,Rt1a,1.99,0.97
SRR14138507,Rt1b,35.88,29.93
SRR14138507,S-element,0.86,0.14
SRR14138507,S2,0.34,0.16
SRR14138507,springer,1.13,0.29
SRR14138507,Stalker,3.08,0.13
SRR14138507,Stalker2,8.50,6.26
SRR14138507,Stalker4,4.14,0.06
SRR14138507,Tabor,10.71,8.49
SRR14138507,TAHRE,1.92,0.66
SRR14138507,TART-A,1.59,0.65
SRR14138507,TART-B,0.65,0.15
SRR14138507,TART-C,0.37,0.09
SRR14138507,Tc1-2,9.59,7.89
SRR14138507,Tc1_DM,17.26,12.26
SRR14138507,Tc3,0.00,0.00
SRR14138507,Tirant,7.27,5.96
SRR14138507,Tom,7.69,4.27
SRR14138507,transib1,12.85,10.88
SRR14138507,Transib2,26.14,22.03
SRR14138507,transib3,1.38,1.00
SRR14138507,transib4,1.68,1.07
SRR14138507,Transib5,2.67,2.01
SRR14138507,Transpac,12.41,10.84
SRR14138507,X-element,19.28,4.08
SRR14138507,ZAM,4.06,3.24
Sample,TE,All_reads,HQ_reads
SRR5860574,1360,12.09,5.37
SRR5860574,6,0.64,0.13
SRR5860574,1731,0.00,0.00
SRR5860574,297,4.48,1.70
SRR5860574,412,4.13,0.78
SRR5860574,accord,0.00,0.00
SRR5860574,accord2,3.08,1.90
SRR5860574,Baggins1,0.22,0.00
SRR5860574,Bari1,0.00,0.00
SRR5860574,Bari2,0.30,0.20
SRR5860574,BEL,48.56,43.60
SRR5860574,Bica,0.59,0.11
SRR5860574,blood,0.21,0.03
SRR5860574,BS,0.82,0.07
SRR5860574,BS2,9.40,1.99
SRR5860574,BS3,0.00,0.00
SRR5860574,BS4,0.01,0.00
SRR5860574,Burdock,10.00,8.45
SRR5860574,Chimpo,10.70,8.78
SRR5860574,Chouto,1.28,0.46
SRR5860574,Circe,14.20,9.99
SRR5860574,copia,0.26,0.06
SRR5860574,copia2,0.03,0.00
SRR5860574,diver,12.06,9.94
SRR5860574,diver2,94.43,64.51
SRR5860574,Dm88,0.02,0.00
SRR5860574,DMRT1A,71.08,23.72
SRR5860574,DMRT1C,0.24,0.02
SRR5860574,DNAREP1,3837.00,1244.55
SRR5860574,DNAREP1-like,61.48,1.29
SRR5860574,Doc,45.68,43.48
SRR5860574,Doc2,43.17,26.37
SRR5860574,Doc3,50.37,28.13
SRR5860574,Doc4,0.01,0.00
SRR5860574,Doc5,0.00,0.00
SRR5860574,dsec_Antennapedia,0.86,0.64
SRR5860574,dsec_Osi6,0.89,0.71
SRR5860574,dsec_wingless,1.14,0.90
SRR5860574,F-element,21.27,4.42
SRR5860574,family-0_Copia-like,3.45,0.02
SRR5860574,family-0_MULE-NOF,2.38,0.03
SRR5860574,family-100_HMS-beagle,0.00,0.00
SRR5860574,family-105_gypsy,1.56,1.11
SRR5860574,family-110_gypsy_SAP,0.00,0.00
SRR5860574,family-1124_gypsy-frag,0.65,0.39
SRR5860574,family-113_micropia-like,0.25,0.20
SRR5860574,family-117_gypsy,10.00,2.56
SRR5860574,family-1205_Tc3,0.02,0.00
SRR5860574,family-134_gypsy,5.29,0.66
SRR5860574,family-139_FW2-like,18.81,2.94
SRR5860574,family-1439_Tc3,0.10,0.02
SRR5860574,family-149_HMS-beagle,0.00,0.00
SRR5860574,family-15_G-like,8.36,1.29
SRR5860574,family-2202_Pao,0.81,0.19
SRR5860574,family-2226_Tc1-like,0.24,0.00
SRR5860574,family-2266_Blastopia-like,0.50,0.12
SRR5860574,family-252_hAT_BEDzf,0.28,0.01
SRR5860574,family-325_gypsy,10.03,8.84
SRR5860574,family-358_hAT,0.00,0.00
SRR5860574,family-3655_gypsy,0.52,0.33
SRR5860574,family-3830_accord-like,14.40,9.74
SRR5860574,family-4408_gypsy,11.21,0.08
SRR5860574,family-447_HETA-like,0.03,0.00
SRR5860574,family-4955_hAT,4.38,1.10
SRR5860574,family-49_Tc3,0.36,0.00
SRR5860574,family-5171_Pao,0.02,0.00
SRR5860574,family-53_gypsy_truncated,9.60,1.83
SRR5860574,family-58_micropia-like,11.55,5.90
SRR5860574,family-6086_diver,0.99,0.31
SRR5860574,family-63_micropia-like,5.95,4.84
SRR5860574,family-70_diver-like,4.92,0.60
SRR5860574,family-70_Diver2-like,0.94,0.21
SRR5860574,family-7121_ninja-like,1.09,0.11
SRR5860574,family-732_gypsy,5.88,1.09
SRR5860574,family-92_copia-like,6.95,5.45
SRR5860574,family-966_Pao,0.52,0.00
SRR5860574,family-999_gypsy,0.18,0.02
SRR5860574,FB,4.47,1.43
SRR5860574,flea,0.00,0.00
SRR5860574,frogger,0.04,0.00
SRR5860574,Fw2,13.07,10.08
SRR5860574,Fw3,0.09,0.01
SRR5860574,G-element,6.54,2.06
SRR5860574,G2,1.96,0.16
SRR5860574,G3,0.14,0.01
SRR5860574,G4,8.88,4.87
SRR5860574,G5,0.00,0.00
SRR5860574,G5A,0.00,0.00
SRR5860574,G6,0.04,0.00
SRR5860574,GATE,44.47,31.67
SRR5860574,Gedeo_Dmel,5.12,1.73
SRR5860574,gtwin,7.67,2.98
SRR5860574,gypsy,8.45,5.82
SRR5860574,gypsy10,1.57,0.26
SRR5860574,gypsy11,4.48,1.32
SRR5860574,gypsy12,0.10,0.00
SRR5860574,gypsy12A,0.37,0.03
SRR5860574,gypsy2,9.00,6.22
SRR5860574,gypsy2S,0.04,0.00
SRR5860574,gypsy3,3.29,0.48
SRR5860574,gypsy4,0.14,0.00
SRR5860574,gypsy5,4.64,3.96
SRR5860574,gypsy6,31.20,13.13
SRR5860574,gypsy7,0.08,0.00
SRR5860574,gypsy8,5.68,1.03
SRR5860574,gypsy9,0.00,0.00
SRR5860574,HB,0.41,0.02
SRR5860574,Helena,7.61,3.24
SRR5860574,HeT-A,0.01,0.00
SRR5860574,HMS-Beagle,9.84,9.00
SRR5860574,hobo,1.20,0.45
SRR5860574,hopper,0.04,0.00
SRR5860574,hopper2,0.00,0.00
SRR5860574,I-element,9.26,2.59
SRR5860574,Idefix,39.81,17.14
SRR5860574,invader1,13.40,7.95
SRR5860574,invader2,1.84,0.74
SRR5860574,invader3,2.22,0.95
SRR5860574,invader4,2.66,1.32
SRR5860574,invader5,0.06,0.02
SRR5860574,Ivk,2.73,1.43
SRR5860574,jockey,0.09,0.02
SRR5860574,jockey2,1.95,0.39
SRR5860574,Juan,11.59,11.37
SRR5860574,looper1,1.72,0.45
SRR5860574,M4DM,0.00,0.00
SRR5860574,mariner2,0.53,0.29
SRR5860574,Max-element,42.67,37.77
SRR5860574,McClintock,0.15,0.02
SRR5860574,mdg1,10.52,7.36
SRR5860574,mdg3,15.25,13.76
SRR5860574,micropia,9.40,5.44
SRR5860574,Minos_DM,1.27,0.22
SRR5860574,ninja-aurora,12.00,9.45
SRR5860574,NOF,2.95,0.90
SRR5860574,Nomad,1.41,0.52
SRR5860574,P-element,0.00,0.00
SRR5860574,Phanio_Dmel,19.86,9.40
SRR5860574,Phidippo_Dmel,15.06,10.88
SRR5860574,Pifo_A,3.06,2.51
SRR5860574,pogo,0.00,0.00
SRR5860574,Quasimodo,0.01,0.00
SRR5860574,Quasimodo2,0.12,0.00
SRR5860574,R1,8.84,0.95
SRR5860574,R1-2,0.00,0.00
SRR5860574,R1A1-element,5.61,0.34
SRR5860574,R2-element,19.47,13.00
SRR5860574,rnd-1_family-13_jockey,0.47,0.00
SRR5860574,rnd-1_family-1_copia,15.04,1.79
SRR5860574,rnd-1_family-85_gypsy,10.66,5.29
SRR5860574,rnd-5_family-560_Pao,27.28,16.47
SRR5860574,roo,22.17,16.05
SRR5860574,rooA,104.86,80.99
SRR5860574,rover,2.56,0.57
SRR5860574,Rt1a,0.39,0.00
SRR5860574,Rt1b,2.01,0.42
SRR5860574,S-element,0.00,0.00
SRR5860574,S2,0.00,0.00
SRR5860574,springer,8.19,5.50
SRR5860574,Stalker,28.10,0.93
SRR5860574,Stalker2,8.18,1.87
SRR5860574,Stalker4,30.01,0.23
SRR5860574,Tabor,24.37,18.91
SRR5860574,TAHRE,0.04,0.00
SRR5860574,TART-A,0.15,0.01
SRR5860574,TART-B,0.61,0.07
SRR5860574,TART-C,16.49,13.98
SRR5860574,Tc1-2,3.84,2.63
SRR5860574,Tc1_DM,1.54,1.08
SRR5860574,Tc3,0.00,0.00
SRR5860574,Tirant,0.61,0.17
SRR5860574,Tom,0.59,0.06
SRR5860574,transib1,1.82,1.31
SRR5860574,Transib2,3.27,2.07
SRR5860574,transib3,0.96,0.48
SRR5860574,transib4,0.78,0.43
SRR5860574,Transib5,1.00,0.19
SRR5860574,Transpac,2.25,1.33
SRR5860574,X-element,3.95,0.02
SRR5860574,ZAM,4.19,2.39
Sample,TE,All_reads,HQ_reads
SRR5860658,1360,32.19,19.92
SRR5860658,6,0.41,0.08
SRR5860658,1731,9.83,8.89
SRR5860658,297,21.38,15.97
SRR5860658,412,8.44,4.42
SRR5860658,accord,10.89,7.94
SRR5860658,accord2,5.64,4.38
SRR5860658,Baggins1,54.50,47.95
SRR5860658,Bari1,2.72,2.37
SRR5860658,Bari2,0.46,0.26
SRR5860658,BEL,21.59,19.38
SRR5860658,Bica,5.06,4.76
SRR5860658,blood,7.05,6.26
SRR5860658,BS,6.44,5.09
SRR5860658,BS2,17.00,0.57
SRR5860658,BS3,9.77,7.81
SRR5860658,BS4,2.79,1.94
SRR5860658,Burdock,9.60,8.57
SRR5860658,Chimpo,7.51,7.03
SRR5860658,Chouto,8.37,6.23
SRR5860658,Circe,6.58,5.70
SRR5860658,copia,9.10,8.39
SRR5860658,copia2,2.77,0.07
SRR5860658,diver,6.21,5.25
SRR5860658,diver2,48.60,37.85
SRR5860658,Dm88,3.02,0.06
SRR5860658,DMRT1A,114.69,101.91
SRR5860658,DMRT1C,33.81,25.37
SRR5860658,DNAREP1,235.88,62.63
SRR5860658,DNAREP1-like,5.00,0.02
SRR5860658,Doc,9.86,8.61
SRR5860658,Doc2,13.06,12.50
SRR5860658,Doc3,21.28,18.20
SRR5860658,Doc4,2.14,1.50
SRR5860658,Doc5,6.29,5.16
SRR5860658,dsec_Antennapedia,0.96,0.95
SRR5860658,dsec_Osi6,1.09,1.08
SRR5860658,dsec_wingless,1.04,1.04
SRR5860658,F-element,33.68,9.99
SRR5860658,family-0_Copia-like,4.86,0.66
SRR5860658,family-0_MULE-NOF,7.34,0.98
SRR5860658,family-100_HMS-beagle,0.02,0.00
SRR5860658,family-105_gypsy,0.44,0.17
SRR5860658,family-110_gypsy_SAP,22.20,19.46
SRR5860658,family-1124_gypsy-frag,2.11,1.69
SRR5860658,family-113_micropia-like,0.58,0.28
SRR5860658,family-117_gypsy,9.17,3.54
SRR5860658,family-1205_Tc3,0.02,0.00
SRR5860658,family-134_gypsy,5.66,2.05
SRR5860658,family-139_FW2-like,29.19,5.49
SRR5860658,family-1439_Tc3,0.41,0.01
SRR5860658,family-149_HMS-beagle,0.04,0.00
SRR5860658,family-15_G-like,5.44,0.08
SRR5860658,family-2202_Pao,3.39,1.47
SRR5860658,family-2226_Tc1-like,1.41,0.28
SRR5860658,family-2266_Blastopia-like,0.03,0.00
SRR5860658,family-252_hAT_BEDzf,0.28,0.12
SRR5860658,family-325_gypsy,5.45,4.17
SRR5860658,family-358_hAT,3.15,2.39
SRR5860658,family-3655_gypsy,0.54,0.17
SRR5860658,family-3830_accord-like,1.43,1.09
SRR5860658,family-4408_gypsy,3.50,0.05
SRR5860658,family-447_HETA-like,2.36,0.34
SRR5860658,family-4955_hAT,0.70,0.47
SRR5860658,family-49_Tc3,0.08,0.00
SRR5860658,family-5171_Pao,0.05,0.00
SRR5860658,family-53_gypsy_truncated,9.15,2.12
SRR5860658,family-58_micropia-like,12.02,11.35
SRR5860658,family-6086_diver,3.79,1.76
SRR5860658,family-63_micropia-like,8.82,7.12
SRR5860658,family-70_diver-like,3.68,0.38
SRR5860658,family-70_Diver2-like,3.27,1.44
SRR5860658,family-7121_ninja-like,8.47,4.84
SRR5860658,family-732_gypsy,6.45,4.84
SRR5860658,family-92_copia-like,0.00,0.00
SRR5860658,family-966_Pao,3.94,1.19
SRR5860658,family-999_gypsy,0.37,0.02
SRR5860658,FB,21.34,7.57
SRR5860658,flea,24.39,23.19
SRR5860658,frogger,1.09,0.80
SRR5860658,Fw2,4.78,3.88
SRR5860658,Fw3,1.86,1.28
SRR5860658,G-element,2.79,0.00
SRR5860658,G2,6.05,2.31
SRR5860658,G3,0.20,0.11
SRR5860658,G4,3.61,3.18
SRR5860658,G5,43.82,34.18
SRR5860658,G5A,18.50,12.50
SRR5860658,G6,105.63,101.92
SRR5860658,GATE,26.52,22.37
SRR5860658,Gedeo_Dmel,13.11,9.89
SRR5860658,gtwin,1.76,0.52
SRR5860658,gypsy,5.09,2.82
SRR5860658,gypsy10,0.52,0.09
SRR5860658,gypsy11,1.75,0.63
SRR5860658,gypsy12,9.76,4.70
SRR5860658,gypsy12A,4.22,1.62
SRR5860658,gypsy2,0.51,0.17
SRR5860658,gypsy2S,1.03,0.35
SRR5860658,gypsy3,2.43,1.14
SRR5860658,gypsy4,5.49,4.82
SRR5860658,gypsy5,0.76,0.11
SRR5860658,gypsy6,6.90,1.84
SRR5860658,gypsy7,1.44,1.05
SRR5860658,gypsy8,14.27,6.27
SRR5860658,gypsy9,1.64,0.98
SRR5860658,HB,16.42,8.74
SRR5860658,Helena,18.30,17.01
SRR5860658,HeT-A,1.57,0.03
SRR5860658,HMS-Beagle,11.01,8.34
